numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,328462,328462,1.0
0,1,231857,328462,0.7058868301356017
0,2,87557,328462,0.26656660435605944
0,3,15254,328462,0.04644068415828924
0,4,955,328462,0.0029074900597329373
1,0,438694,438694,1.0
1,1,293796,438694,0.6697059909640889
1,2,99933,438694,0.22779659626071933
1,3,15442,438694,0.03519993435059517
1,4,787,438694,0.0017939611665534518
2,0,196314,196314,1.0
2,1,123569,196314,0.6294456839552961
2,2,38038,196314,0.19376101551595912
2,3,5039,196314,0.02566806238984484
2,4,257,196314,0.0013091272145644222
3,0,34537,34537,1.0
3,1,20361,34537,0.5895416509830037
3,2,5560,34537,0.16098676781422822
3,3,621,34537,0.017980716333207865
3,4,22,34537,0.0006369980021426297
4,0,1993,1993,1.0
4,1,1110,1993,0.5569493226292022
4,2,271,1993,0.1359759157049674
4,3,22,1993,0.011038635223281485
4,4,0,1993,0.0
