numMySuit,numAtLeastOppSuit,numTargetHit,numTotal,probability
0,0,328462,328462,1.0
0,1,160155,328462,0.4875906497555273
0,2,19135,328462,0.0582563584219788
0,3,372,328462,0.0011325511018017305
0,4,1,328462,3.0444922091444367e-06
1,0,438694,438694,1.0
1,1,191268,438694,0.4359941097895116
1,2,18108,438694,0.04127706328329086
1,3,228,438694,0.0005197244548591957
1,4,0,438694,0.0
2,0,196314,196314,1.0
2,1,74897,196314,0.3815163462616013
2,2,5615,196314,0.028602137392137086
2,3,49,196314,0.0002496001304033334
2,4,0,196314,0.0
3,0,34537,34537,1.0
3,1,11425,34537,0.3308046442945247
3,2,630,34537,0.018241306424993484
3,3,3,34537,8.68633639285404e-05
3,4,0,34537,0.0
4,0,1993,1993,1.0
4,1,552,1993,0.2769693928750627
4,2,25,1993,0.012543903662819869
4,3,0,1993,0.0
4,4,0,1993,0.0
