seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
18023,0,126,129,117,159,3,"[13, 0, 0, 11]","[11, 11, 0, 11]","[11, 0, 10, 0]","[0, 13, 0, 0]","[10, 0, 13, 12]","[11, 0, 0, 0]","[13, 11, 10, 0]","[12, 11, 10, 0]","[0, 10, 12, 10]","[10, 10, 11, 0]","[10, 0, 10, 11]","[0, 0, 10, 0]","[10, 12, 10, 0]","[0, 13, 11, 11]","[12, 0, 11, 12]","[10, 0, 11, 0]","[14, 12, 0, 11]","[12, 12, 0, 13]","[0, 11, 0, 15]"
18024,0,110,103,113,121,0,"[0, 0, 12, 11]","[12, 0, 0, 0]","[0, 0, 11, 0]","[0, 11, 13, 0]","[14, 10, 0, 0]","[11, 0, 11, 12]","[0, 12, 10, 11]","[11, 12, 0, 10]","[10, 10, 0, 0]","[0, 10, 10, 10]","[10, 0, 0, 0]","[10, 0, 11, 12]","[10, 10, 0, 0]","[11, 11, 0, 12]","[11, 13, 0, 11]","[0, 0, 0, 11]","[11, 0, 13, 0]","[0, 0, 12, 13]","[0, 11, 0, 0]"
160000,3,127,145,146,133,0,"[0, 11, 11, 0]","[10, 0, 14, 12]","[12, 10, 0, 0]","[11, 14, 10, 12]","[0, 11, 0, 0]","[0, 0, 12, 10]","[0, 0, 0, 11]","[12, 0, 10, 10]","[10, 11, 10, 11]","[10, 10, 0, 11]","[10, 0, 11, 10]","[0, 10, 10, 11]","[11, 0, 10, 11]","[13, 11, 11, 0]","[11, 0, 0, 0]","[12, 12, 11, 0]","[0, 12, 13, 13]","[11, 15, 0, 11]","[0, 0, 12, 13]"
160001,3,123,116,161,132,1,"[11, 0, 14, 12]","[0, 11, 0, 11]","[11, 13, 0, 0]","[14, 11, 0, 11]","[14, 12, 0, 10]","[12, 0, 11, 11]","[12, 10, 0, 10]","[0, 10, 11, 10]","[0, 0, 10, 0]","[10, 0, 11, 10]","[10, 10, 0, 11]","[0, 0, 11, 10]","[11, 0, 0, 0]","[0, 10, 0, 11]","[13, 0, 11, 11]","[0, 12, 12, 10]","[0, 12, 12, 12]","[0, 12, 13, 11]","[14, 0, 0, 0]"
160002,1,157,97,73,119,2,"[12, 14, 0, 13]","[0, 11, 0, 0]","[11, 0, 13, 0]","[0, 12, 0, 0]","[10, 0, 11, 12]","[11, 10, 0, 0]","[0, 10, 0, 0]","[10, 10, 11, 12]","[10, 10, 0, 0]","[10, 10, 10, 0]","[10, 0, 10, 12]","[0, 10, 0, 0]","[0, 14, 10, 10]","[12, 10, 11, 0]","[12, 10, 0, 0]","[0, 12, 0, 0]","[11, 14, 10, 0]","[0, 0, 11, 14]","[0, 0, 0, 0]"
160003,1,164,116,90,137,3,"[11, 11, 0, 0]","[13, 10, 0, 11]","[13, 12, 10, 0]","[11, 0, 0, 0]","[12, 0, 11, 11]","[0, 12, 10, 12]","[12, 11, 10, 0]","[0, 10, 10, 12]","[11, 10, 0, 10]","[11, 10, 10, 0]","[0, 11, 10, 11]","[0, 0, 11, 10]","[10, 11, 10, 0]","[0, 10, 0, 0]","[10, 11, 0, 13]","[0, 11, 0, 0]","[12, 0, 10, 0]","[11, 11, 14, 0]","[0, 13, 0, 0]"
160004,0,126,152,111,158,0,"[13, 0, 12, 15]","[12, 11, 0, 11]","[11, 0, 14, 10]","[11, 14, 11, 0]","[10, 12, 0, 13]","[11, 12, 10, 0]","[0, 0, 10, 0]","[11, 0, 0, 0]","[11, 10, 10, 0]","[0, 10, 10, 10]","[10, 10, 0, 10]","[0, 0, 10, 10]","[10, 0, 10, 11]","[0, 0, 11, 11]","[12, 11, 11, 0]","[12, 10, 12, 0]","[0, 15, 10, 10]","[13, 11, 11, 0]","[11, 0, 0, 0]"
160005,0,110,120,111,133,1,"[14, 0, 0, 0]","[0, 12, 0, 0]","[13, 0, 10, 0]","[10, 11, 0, 0]","[10, 0, 0, 14]","[0, 10, 10, 0]","[0, 10, 0, 10]","[11, 10, 10, 12]","[10, 11, 11, 10]","[10, 0, 10, 11]","[11, 11, 0, 10]","[11, 11, 10, 0]","[10, 0, 13, 10]","[0, 0, 12, 0]","[0, 12, 12, 10]","[0, 0, 0, 10]","[0, 0, 0, 0]","[11, 0, 11, 14]","[12, 12, 11, 0]"
160006,2,98,152,70,121,2,"[0, 0, 12, 11]","[0, 12, 11, 12]","[12, 12, 12, 0]","[10, 12, 13, 0]","[0, 0, 11, 0]","[0, 0, 0, 11]","[0, 10, 0, 0]","[0, 0, 10, 11]","[10, 0, 10, 11]","[10, 10, 10, 0]","[10, 0, 0, 0]","[10, 11, 10, 0]","[13, 10, 10, 0]","[0, 0, 11, 0]","[10, 0, 10, 0]","[11, 0, 11, 14]","[13, 11, 0, 0]","[12, 10, 11, 0]","[0, 0, 0, 0]"
160007,0,86,128,63,145,3,"[12, 13, 14, 0]","[11, 0, 12, 0]","[12, 0, 12, 0]","[0, 0, 11, 0]","[12, 10, 11, 0]","[0, 11, 0, 0]","[0, 10, 11, 11]","[11, 0, 0, 10]","[10, 0, 11, 11]","[10, 10, 10, 0]","[11, 11, 0, 10]","[11, 0, 0, 0]","[11, 10, 0, 11]","[0, 0, 13, 0]","[0, 11, 0, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[13, 0, 12, 10]","[0, 0, 11, 0]"
160008,0,118,119,131,165,0,"[12, 13, 0, 10]","[11, 0, 0, 0]","[0, 10, 0, 13]","[11, 10, 12, 0]","[12, 11, 11, 0]","[10, 11, 13, 0]","[10, 0, 0, 11]","[10, 11, 0, 10]","[10, 10, 12, 0]","[0, 10, 11, 10]","[0, 10, 0, 10]","[10, 10, 0, 11]","[11, 0, 11, 10]","[12, 0, 11, 11]","[12, 0, 10, 12]","[12, 0, 0, 12]","[0, 12, 0, 0]","[11, 0, 15, 11]","[11, 0, 13, 0]"
160009,1,147,126,97,113,1,"[14, 0, 12, 10]","[14, 11, 11, 0]","[10, 11, 14, 13]","[11, 12, 12, 0]","[0, 12, 11, 0]","[12, 0, 11, 10]","[0, 0, 11, 0]","[10, 11, 12, 0]","[0, 10, 10, 11]","[10, 10, 0, 10]","[11, 11, 0, 10]","[11, 0, 10, 10]","[10, 11, 0, 11]","[0, 0, 0, 0]","[0, 13, 0, 0]","[0, 12, 0, 0]","[0, 11, 0, 0]","[0, 0, 12, 12]","[0, 12, 0, 0]"
160010,2,145,155,95,135,2,"[0, 0, 13, 0]","[0, 0, 14, 10]","[12, 12, 12, 0]","[0, 11, 13, 12]","[0, 13, 12, 10]","[11, 10, 13, 11]","[10, 12, 11, 0]","[12, 10, 0, 11]","[12, 0, 10, 10]","[10, 10, 10, 0]","[10, 10, 0, 10]","[10, 0, 10, 10]","[0, 11, 0, 0]","[11, 12, 0, 11]","[0, 0, 13, 0]","[11, 11, 12, 0]","[13, 13, 0, 0]","[0, 10, 0, 0]","[13, 0, 12, 0]"
1900,0,88,120,104,139,0,"[15, 0, 11, 11]","[0, 12, 0, 10]","[13, 11, 12, 0]","[0, 0, 10, 0]","[11, 0, 0, 0]","[10, 10, 0, 0]","[13, 0, 11, 10]","[0, 10, 11, 10]","[0, 10, 0, 0]","[10, 0, 10, 10]","[0, 11, 11, 10]","[0, 13, 0, 10]","[10, 0, 12, 11]","[10, 11, 11, 0]","[11, 0, 10, 0]","[12, 0, 11, 11]","[0, 0, 0, 11]","[10, 0, 0, 0]","[14, 0, 0, 0]"
1901,0,108,131,83,154,1,"[0, 0, 14, 10]","[11, 11, 0, 0]","[12, 11, 14, 0]","[11, 13, 10, 0]","[13, 0, 13, 10]","[12, 0, 11, 10]","[11, 0, 0, 0]","[10, 10, 11, 0]","[10, 11, 0, 10]","[10, 10, 0, 10]","[11, 10, 0, 11]","[0, 0, 11, 0]","[10, 11, 0, 0]","[0, 11, 11, 11]","[0, 0, 11, 0]","[11, 0, 12, 11]","[11, 0, 0, 0]","[0, 10, 13, 0]","[11, 0, 0, 0]"
1902,0,136,101,84,167,2,"[10, 11, 14, 0]","[12, 12, 0, 0]","[11, 0, 0, 0]","[11, 0, 10, 11]","[10, 14, 11, 0]","[11, 0, 0, 0]","[0, 0, 0, 10]","[0, 10, 11, 10]","[10, 10, 0, 10]","[10, 10, 0, 10]","[10, 11, 0, 10]","[13, 10, 10, 0]","[10, 13, 10, 0]","[0, 0, 10, 0]","[0, 11, 13, 10]","[11, 0, 12, 0]","[12, 12, 0, 13]","[12, 12, 0, 0]","[14, 0, 0, 0]"
1903,0,93,157,112,160,3,"[0, 14, 12, 13]","[12, 0, 12, 0]","[0, 0, 0, 10]","[11, 0, 0, 0]","[12, 11, 0, 0]","[0, 10, 12, 12]","[11, 0, 10, 0]","[11, 0, 11, 10]","[10, 0, 11, 11]","[10, 11, 10, 0]","[11, 10, 10, 0]","[11, 0, 10, 11]","[10, 0, 11, 11]","[12, 0, 0, 0]","[0, 11, 0, 10]","[13, 0, 11, 11]","[14, 0, 11, 0]","[0, 13, 13, 13]","[12, 13, 13, 0]"
1904,2,147,168,150,98,0,"[13, 12, 12, 0]","[0, 12, 12, 14]","[0, 0, 12, 0]","[0, 0, 13, 10]","[13, 13, 10, 0]","[0, 0, 10, 13]","[0, 10, 0, 0]","[0, 10, 12, 11]","[10, 0, 10, 10]","[10, 0, 10, 10]","[10, 0, 11, 10]","[0, 10, 10, 11]","[10, 11, 12, 0]","[10, 11, 0, 0]","[0, 13, 11, 12]","[12, 11, 0, 13]","[0, 12, 10, 11]","[0, 12, 13, 13]","[10, 10, 0, 12]"
1905,2,114,146,136,122,1,"[12, 14, 12, 0]","[11, 0, 0, 0]","[14, 13, 10, 11]","[10, 13, 0, 11]","[0, 11, 11, 12]","[0, 0, 0, 0]","[12, 10, 10, 12]","[0, 10, 12, 10]","[0, 10, 12, 10]","[10, 0, 11, 10]","[10, 11, 11, 0]","[11, 10, 0, 12]","[11, 0, 11, 12]","[10, 0, 10, 13]","[0, 12, 0, 0]","[11, 0, 12, 0]","[0, 0, 0, 12]","[0, 0, 12, 11]","[0, 0, 12, 0]"
1906,0,133,126,102,173,2,"[14, 10, 0, 12]","[0, 0, 14, 0]","[12, 12, 13, 0]","[10, 0, 11, 14]","[11, 0, 0, 0]","[12, 0, 0, 0]","[12, 11, 0, 10]","[10, 11, 11, 11]","[0, 0, 10, 0]","[10, 10, 0, 11]","[11, 0, 10, 10]","[10, 10, 0, 11]","[11, 13, 10, 0]","[0, 12, 11, 12]","[12, 10, 13, 0]","[0, 11, 0, 0]","[11, 10, 12, 0]","[12, 13, 11, 0]","[15, 0, 0, 11]"
1907,0,131,98,131,132,3,"[14, 0, 0, 0]","[0, 14, 10, 0]","[0, 0, 0, 0]","[11, 12, 0, 10]","[0, 11, 12, 0]","[11, 11, 10, 13]","[12, 0, 0, 10]","[10, 0, 0, 10]","[0, 0, 0, 10]","[10, 10, 11, 0]","[10, 0, 11, 10]","[10, 10, 10, 0]","[10, 13, 0, 10]","[0, 14, 11, 10]","[11, 12, 0, 10]","[11, 0, 11, 13]","[12, 12, 0, 12]","[0, 12, 12, 13]","[0, 0, 0, 0]"
1908,1,164,122,118,146,0,"[12, 12, 0, 15]","[11, 13, 12, 0]","[11, 0, 0, 11]","[0, 0, 0, 0]","[11, 13, 11, 0]","[13, 10, 12, 0]","[12, 11, 10, 0]","[0, 10, 10, 11]","[0, 10, 0, 0]","[0, 10, 10, 11]","[11, 0, 10, 0]","[11, 0, 12, 10]","[11, 11, 12, 0]","[10, 13, 0, 11]","[12, 0, 10, 0]","[11, 14, 0, 11]","[0, 11, 0, 14]","[0, 12, 13, 11]","[10, 14, 0, 13]"
1909,1,146,120,107,101,1,"[0, 10, 15, 12]","[14, 10, 0, 11]","[0, 12, 10, 10]","[13, 12, 0, 11]","[0, 13, 0, 10]","[0, 0, 0, 0]","[0, 13, 10, 10]","[10, 10, 11, 0]","[10, 11, 10, 0]","[10, 10, 0, 10]","[0, 0, 11, 10]","[10, 11, 10, 0]","[0, 10, 11, 11]","[0, 0, 10, 0]","[0, 0, 0, 0]","[10, 0, 0, 12]","[0, 0, 0, 0]","[12, 13, 11, 0]","[12, 11, 11, 0]"
1910,1,151,132,105,150,2,"[13, 14, 13, 0]","[13, 0, 0, 0]","[12, 0, 11, 14]","[0, 14, 10, 0]","[11, 0, 10, 0]","[10, 14, 11, 0]","[10, 0, 10, 11]","[10, 0, 0, 0]","[0, 12, 10, 10]","[10, 10, 0, 10]","[10, 10, 11, 0]","[0, 11, 11, 10]","[0, 11, 11, 0]","[11, 11, 11, 0]","[0, 12, 0, 13]","[11, 10, 0, 14]","[13, 12, 13, 0]","[16, 10, 0, 11]","[0, 0, 0, 12]"
1911,0,88,74,110,128,3,"[13, 12, 0, 0]","[14, 0, 10, 15]","[15, 0, 0, 12]","[0, 14, 0, 11]","[0, 10, 13, 0]","[0, 0, 0, 11]","[0, 0, 0, 11]","[11, 10, 0, 10]","[11, 10, 10, 0]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 0, 11, 0]","[0, 0, 10, 10]","[10, 12, 0, 10]","[11, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]","[13, 10, 0, 0]","[0, 0, 0, 0]"
1912,2,159,164,114,111,0,"[0, 11, 13, 12]","[0, 13, 11, 14]","[15, 0, 10, 0]","[10, 0, 0, 0]","[0, 11, 14, 11]","[10, 0, 11, 0]","[0, 0, 0, 13]","[10, 10, 11, 0]","[11, 0, 10, 10]","[0, 10, 11, 10]","[12, 10, 0, 10]","[10, 11, 11, 0]","[11, 10, 0, 13]","[11, 11, 10, 0]","[0, 11, 0, 0]","[0, 16, 11, 10]","[0, 12, 15, 11]","[0, 11, 13, 0]","[11, 12, 13, 0]"
1913,1,125,83,91,121,1,"[0, 0, 0, 14]","[0, 10, 0, 0]","[11, 10, 0, 0]","[10, 13, 11, 0]","[0, 12, 10, 12]","[0, 0, 0, 10]","[11, 11, 0, 10]","[10, 0, 10, 12]","[0, 11, 0, 0]","[10, 0, 11, 10]","[10, 11, 0, 11]","[11, 0, 10, 0]","[0, 0, 0, 0]","[10, 11, 11, 0]","[13, 10, 10, 0]","[12, 12, 0, 0]","[0, 0, 0, 12]","[13, 14, 0, 0]","[0, 0, 10, 0]"
1914,0,113,111,112,163,2,"[0, 17, 12, 11]","[12, 0, 0, 0]","[11, 0, 0, 10]","[13, 10, 0, 0]","[12, 0, 0, 0]","[0, 0, 12, 0]","[0, 10, 0, 0]","[11, 10, 0, 0]","[0, 11, 10, 11]","[10, 10, 0, 10]","[11, 0, 10, 10]","[0, 0, 10, 10]","[11, 10, 10, 0]","[11, 0, 11, 11]","[10, 0, 12, 14]","[11, 11, 0, 11]","[14, 0, 0, 0]","[14, 11, 13, 0]","[12, 13, 11, 14]"
1915,0,90,131,45,132,3,"[0, 0, 14, 0]","[0, 0, 10, 0]","[16, 11, 0, 0]","[10, 10, 13, 0]","[0, 0, 0, 0]","[0, 0, 10, 0]","[10, 10, 10, 0]","[10, 0, 10, 11]","[10, 12, 0, 10]","[10, 11, 10, 0]","[10, 0, 10, 0]","[10, 0, 0, 0]","[0, 0, 10, 11]","[11, 12, 11, 0]","[11, 0, 11, 0]","[13, 0, 0, 0]","[0, 0, 0, 13]","[11, 13, 12, 0]","[0, 11, 0, 0]"
1916,0,121,100,88,132,0,"[13, 13, 0, 0]","[14, 0, 10, 13]","[11, 12, 0, 0]","[0, 0, 0, 0]","[0, 10, 10, 0]","[0, 0, 0, 12]","[0, 10, 10, 12]","[10, 0, 12, 10]","[10, 10, 0, 10]","[0, 10, 10, 10]","[10, 10, 10, 0]","[11, 0, 10, 10]","[11, 10, 0, 11]","[0, 11, 0, 0]","[11, 0, 0, 0]","[10, 0, 0, 0]","[0, 13, 0, 0]","[10, 12, 14, 0]","[11, 0, 14, 0]"
1917,1,153,123,106,140,1,"[0, 12, 0, 13]","[15, 13, 0, 10]","[12, 13, 12, 0]","[0, 12, 0, 10]","[13, 12, 11, 0]","[0, 10, 10, 0]","[12, 0, 0, 0]","[11, 0, 10, 0]","[10, 0, 11, 10]","[10, 10, 0, 10]","[10, 11, 11, 0]","[10, 0, 10, 10]","[0, 0, 0, 10]","[0, 13, 11, 11]","[12, 13, 0, 11]","[0, 12, 10, 0]","[0, 12, 13, 11]","[14, 10, 14, 0]","[11, 0, 0, 0]"
1918,0,166,125,80,177,2,"[0, 11, 12, 0]","[12, 0, 11, 12]","[12, 0, 0, 0]","[12, 0, 0, 0]","[10, 13, 10, 0]","[10, 11, 12, 0]","[10, 12, 10, 0]","[12, 10, 11, 0]","[10, 11, 11, 0]","[10, 10, 0, 10]","[10, 11, 10, 0]","[10, 10, 11, 0]","[10, 11, 0, 0]","[13, 11, 0, 11]","[11, 12, 0, 11]","[0, 12, 0, 0]","[0, 10, 12, 13]","[13, 11, 0, 12]","[12, 0, 15, 11]"
1919,2,137,148,109,148,3,"[12, 0, 0, 0]","[11, 11, 16, 0]","[10, 0, 0, 12]","[12, 12, 11, 0]","[12, 13, 0, 11]","[0, 0, 0, 0]","[0, 12, 12, 10]","[11, 0, 10, 10]","[11, 11, 0, 10]","[11, 10, 10, 0]","[0, 11, 11, 10]","[10, 12, 11, 0]","[0, 10, 12, 11]","[0, 11, 11, 10]","[11, 0, 12, 13]","[12, 13, 10, 12]","[0, 0, 10, 0]","[13, 11, 12, 0]","[12, 0, 0, 0]"
1920,0,113,112,105,129,0,"[11, 13, 14, 0]","[11, 13, 0, 13]","[11, 0, 0, 0]","[0, 12, 0, 0]","[12, 0, 12, 10]","[0, 0, 11, 10]","[0, 0, 0, 0]","[0, 10, 11, 10]","[11, 10, 0, 10]","[10, 0, 10, 10]","[0, 0, 0, 10]","[10, 0, 10, 10]","[0, 0, 0, 10]","[10, 12, 12, 0]","[11, 10, 11, 0]","[0, 11, 11, 0]","[10, 0, 10, 12]","[11, 10, 0, 0]","[11, 12, 0, 0]"
1921,0,97,125,108,156,1,"[10, 0, 12, 0]","[15, 11, 12, 0]","[12, 0, 0, 11]","[0, 12, 0, 10]","[11, 0, 0, 0]","[11, 0, 0, 11]","[10, 0, 11, 10]","[11, 10, 12, 0]","[10, 0, 10, 0]","[10, 0, 10, 11]","[11, 10, 10, 0]","[0, 10, 10, 0]","[0, 10, 12, 10]","[10, 0, 12, 11]","[0, 12, 14, 10]","[13, 10, 0, 12]","[10, 12, 0, 12]","[12, 0, 0, 0]","[0, 0, 0, 0]"
1922,0,112,175,112,177,2,"[11, 0, 13, 13]","[15, 0, 12, 11]","[0, 13, 12, 10]","[13, 0, 10, 0]","[12, 11, 11, 0]","[0, 11, 11, 10]","[0, 0, 11, 0]","[12, 0, 10, 11]","[11, 0, 0, 0]","[10, 10, 0, 10]","[11, 10, 10, 0]","[13, 10, 10, 0]","[0, 0, 0, 10]","[12, 13, 0, 10]","[11, 11, 11, 13]","[11, 12, 13, 0]","[11, 11, 14, 0]","[11, 0, 15, 0]","[13, 0, 12, 14]"
1923,2,139,151,139,129,3,"[13, 15, 0, 0]","[0, 14, 11, 13]","[14, 10, 13, 0]","[0, 10, 11, 12]","[11, 0, 0, 10]","[12, 0, 11, 10]","[0, 11, 10, 11]","[0, 11, 10, 10]","[11, 11, 0, 10]","[10, 11, 10, 0]","[10, 0, 10, 10]","[10, 0, 10, 12]","[0, 0, 10, 10]","[10, 11, 12, 0]","[0, 0, 12, 10]","[13, 10, 11, 0]","[0, 12, 0, 11]","[0, 0, 10, 10]","[15, 13, 0, 0]"
1924,1,125,113,104,113,0,"[0, 12, 14, 12]","[0, 10, 0, 0]","[0, 0, 11, 0]","[11, 10, 0, 13]","[12, 10, 0, 0]","[10, 11, 0, 14]","[0, 10, 11, 0]","[12, 11, 0, 10]","[0, 10, 0, 0]","[0, 10, 10, 11]","[10, 0, 11, 10]","[12, 10, 10, 0]","[11, 10, 0, 10]","[12, 0, 0, 10]","[0, 0, 11, 0]","[11, 0, 0, 0]","[12, 0, 10, 0]","[0, 0, 12, 0]","[0, 11, 13, 14]"
1925,0,145,153,129,176,1,"[13, 0, 14, 11]","[10, 11, 13, 0]","[0, 13, 10, 12]","[13, 0, 11, 11]","[10, 0, 10, 13]","[11, 0, 11, 11]","[11, 11, 0, 11]","[10, 10, 11, 12]","[10, 0, 10, 0]","[10, 10, 10, 0]","[10, 10, 11, 11]","[10, 10, 0, 0]","[11, 10, 10, 0]","[12, 10, 10, 0]","[12, 12, 0, 0]","[11, 13, 0, 13]","[0, 12, 12, 12]","[0, 0, 10, 12]","[12, 13, 0, 0]"
1926,2,97,140,111,125,2,"[14, 0, 14, 0]","[0, 0, 0, 0]","[12, 0, 15, 10]","[0, 11, 13, 11]","[0, 10, 12, 11]","[0, 0, 0, 11]","[10, 0, 10, 0]","[10, 11, 0, 10]","[10, 10, 11, 0]","[10, 11, 0, 10]","[10, 10, 0, 11]","[0, 0, 10, 0]","[11, 0, 0, 0]","[0, 0, 11, 0]","[12, 11, 11, 0]","[0, 0, 10, 12]","[0, 11, 10, 0]","[13, 0, 13, 12]","[13, 12, 0, 13]"
1927,3,125,113,159,140,3,"[14, 12, 0, 13]","[0, 16, 11, 11]","[13, 0, 12, 12]","[13, 0, 11, 12]","[11, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 12, 10]","[0, 10, 10, 11]","[11, 0, 0, 0]","[0, 10, 10, 10]","[0, 11, 11, 10]","[10, 10, 0, 11]","[11, 10, 0, 0]","[0, 11, 0, 11]","[0, 13, 11, 12]","[12, 0, 12, 10]","[0, 11, 0, 12]","[11, 0, 13, 0]","[13, 11, 0, 14]"
1928,0,103,113,96,161,0,"[15, 0, 12, 0]","[10, 0, 0, 0]","[12, 12, 0, 12]","[11, 0, 0, 0]","[11, 11, 0, 0]","[12, 0, 11, 12]","[0, 13, 0, 10]","[0, 0, 0, 10]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 10, 11, 0]","[10, 11, 0, 11]","[10, 0, 10, 11]","[12, 11, 0, 0]","[0, 0, 14, 0]","[0, 0, 12, 10]","[12, 0, 12, 0]","[15, 12, 11, 0]","[11, 13, 0, 0]"
1929,0,66,121,117,154,1,"[0, 0, 0, 12]","[0, 0, 12, 11]","[12, 0, 0, 0]","[11, 0, 12, 11]","[0, 12, 12, 10]","[13, 0, 0, 0]","[0, 0, 0, 10]","[10, 0, 0, 11]","[11, 0, 10, 11]","[11, 0, 10, 10]","[0, 11, 10, 10]","[0, 10, 0, 11]","[13, 11, 10, 0]","[12, 0, 10, 0]","[12, 11, 11, 0]","[14, 0, 10, 0]","[10, 11, 0, 0]","[12, 0, 14, 10]","[13, 0, 0, 0]"
1930,2,127,164,100,117,2,"[16, 11, 0, 0]","[0, 11, 13, 12]","[0, 13, 11, 0]","[11, 11, 13, 0]","[12, 0, 12, 12]","[12, 0, 10, 0]","[0, 13, 11, 10]","[10, 0, 10, 12]","[0, 10, 10, 10]","[0, 10, 10, 10]","[0, 0, 10, 10]","[11, 10, 0, 0]","[0, 12, 0, 0]","[10, 12, 10, 0]","[11, 0, 0, 10]","[0, 0, 11, 0]","[14, 0, 11, 0]","[10, 0, 11, 0]","[0, 14, 11, 14]"
1931,2,145,169,115,152,3,"[11, 12, 0, 0]","[0, 13, 13, 11]","[0, 0, 12, 10]","[0, 10, 13, 11]","[13, 0, 11, 10]","[11, 0, 11, 10]","[0, 12, 11, 11]","[10, 0, 11, 11]","[10, 10, 10, 0]","[0, 10, 10, 10]","[10, 10, 10, 0]","[11, 10, 11, 0]","[10, 11, 11, 0]","[13, 10, 12, 0]","[0, 0, 11, 10]","[12, 12, 12, 0]","[14, 12, 0, 11]","[12, 13, 0, 10]","[15, 0, 0, 0]"
1932,1,172,140,135,123,0,"[0, 11, 14, 14]","[0, 12, 11, 14]","[13, 11, 12, 0]","[11, 0, 0, 13]","[13, 0, 11, 10]","[0, 12, 11, 10]","[0, 10, 0, 10]","[10, 11, 12, 10]","[10, 11, 11, 0]","[10, 11, 0, 0]","[10, 10, 10, 0]","[13, 10, 0, 10]","[11, 0, 0, 0]","[0, 10, 12, 11]","[12, 0, 11, 11]","[0, 12, 0, 10]","[10, 14, 13, 0]","[0, 13, 0, 0]","[0, 14, 12, 12]"
1933,3,76,126,130,130,1,"[0, 0, 0, 14]","[10, 0, 12, 13]","[0, 11, 14, 12]","[10, 0, 0, 0]","[0, 11, 0, 11]","[11, 0, 0, 11]","[11, 10, 0, 0]","[10, 0, 0, 0]","[0, 10, 10, 12]","[10, 0, 10, 10]","[11, 11, 0, 10]","[10, 0, 10, 13]","[10, 10, 13, 0]","[0, 0, 0, 12]","[11, 13, 10, 0]","[0, 0, 12, 0]","[11, 0, 13, 12]","[0, 0, 12, 0]","[15, 0, 10, 0]"
1934,1,171,162,90,161,2,"[14, 0, 0, 13]","[13, 12, 0, 12]","[10, 12, 12, 0]","[14, 11, 11, 0]","[11, 0, 12, 11]","[11, 14, 0, 10]","[12, 10, 11, 0]","[10, 0, 10, 11]","[0, 10, 0, 10]","[10, 10, 10, 0]","[11, 11, 10, 0]","[0, 10, 12, 11]","[0, 10, 10, 0]","[10, 11, 11, 0]","[11, 11, 14, 0]","[0, 14, 0, 0]","[0, 14, 12, 0]","[12, 0, 13, 12]","[12, 11, 14, 0]"
1935,0,155,125,144,157,3,"[0, 11, 13, 0]","[13, 0, 0, 10]","[0, 13, 12, 10]","[10, 0, 14, 11]","[12, 11, 0, 11]","[13, 10, 0, 0]","[0, 10, 0, 0]","[10, 10, 0, 10]","[11, 0, 10, 10]","[10, 0, 11, 10]","[0, 10, 10, 10]","[10, 12, 10, 11]","[0, 11, 12, 11]","[10, 11, 0, 14]","[10, 11, 12, 0]","[11, 0, 11, 12]","[10, 11, 0, 14]","[12, 11, 0, 0]","[15, 13, 10, 0]"
1936,3,146,123,165,157,0,"[12, 0, 15, 12]","[0, 0, 13, 13]","[0, 10, 0, 10]","[12, 13, 0, 10]","[11, 12, 0, 11]","[10, 12, 10, 0]","[10, 0, 12, 10]","[10, 0, 10, 13]","[10, 0, 10, 10]","[11, 10, 10, 0]","[0, 11, 10, 11]","[10, 10, 0, 12]","[0, 10, 0, 14]","[14, 11, 0, 0]","[14, 11, 10, 0]","[0, 0, 0, 12]","[11, 11, 12, 14]","[11, 14, 0, 13]","[11, 11, 11, 0]"
1937,0,108,144,114,167,1,"[12, 14, 12, 0]","[11, 14, 0, 13]","[0, 14, 10, 0]","[12, 0, 11, 13]","[10, 0, 11, 14]","[10, 11, 0, 12]","[10, 0, 14, 0]","[0, 10, 10, 11]","[10, 10, 0, 10]","[10, 0, 11, 10]","[0, 10, 10, 10]","[10, 0, 0, 10]","[11, 0, 11, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[11, 11, 11, 0]","[0, 14, 11, 0]","[13, 0, 11, 0]","[14, 0, 11, 11]"
1938,1,142,109,124,120,2,"[15, 14, 10, 0]","[10, 0, 12, 14]","[15, 0, 11, 10]","[12, 13, 0, 12]","[0, 11, 10, 0]","[0, 10, 0, 0]","[0, 10, 12, 0]","[0, 11, 10, 10]","[11, 10, 0, 11]","[11, 10, 0, 10]","[11, 10, 10, 0]","[0, 10, 11, 0]","[0, 0, 10, 12]","[0, 10, 0, 10]","[0, 0, 0, 10]","[11, 0, 0, 12]","[0, 11, 0, 0]","[11, 12, 0, 13]","[13, 0, 13, 0]"
