num_tricks,num_players,player,hand,flipped_card,pred_bid,actual_bid
10,2,0,Player 0: [TC 2C] [AD 6D] [QH 5H 3H 2H] [AS TS] ,5C,3.3573799526637083,31,Player 1: [4C] [QD] [AH TH 8H 7H 6H] [9S 5S 2S] ,5C,1.5599391075126716,22,Player 2: [JC 3C] [TD 8D 5D 3D] [KH 4H] [QS 7S] ,5C,1.8938018271221708,23,Player 3: [AC QC 9C] [JD 7D 4D 2D] [JH] [JS 8S] ,5C,3.598518955324064,4
10,2,0,Player 0: [AC QC] [KD 9D 3D 2D] [9H] [JS 8S 6S] ,2H,1.6723248613026254,2
10,2,1,Player 1: [KC 8C 6C 4C] [JD 8D] [7H 5H 3H] [4S] ,2H,1.7490790698405074,2
10,2,2,Player 2: [TC 7C 3C] [6D] [KH 4H] [AS KS 9S 3S] ,2H,3.685299337001677,4
10,2,3,Player 3: [] [AD TD 5D 4D] [JH 8H 6H] [TS 5S 2S] ,2H,3.431304482361679,3
10,2,0,Player 0: [KC JC 7C 6C 3C] [TD 5D] [6H 5H] [8S] ,KD,2.1029057048401043,2
10,2,1,Player 1: [4C 2C] [] [QH 9H 7H 3H] [QS TS 9S 7S] ,KD,0.30817531366267176,0
10,2,2,Player 2: [AC 9C] [AD 4D] [JH 4H 2H] [KS 4S 2S] ,KD,4.428180723469889,4
10,2,3,Player 3: [QC 8C 5C] [6D 3D] [AH KH TH] [5S 3S] ,KD,3.770747639774726,3
10,2,0,Player 0: [KC JC 6C 2C] [3D] [AH 7H 6H 5H] [6S] ,KH,3.0733514461532043,3
10,2,1,Player 1: [QC 5C 4C] [KD JD TD] [4H 2H] [TS 4S] ,KH,0.9055932336103178,1
10,2,2,Player 2: [9C 8C 7C] [AD 8D 7D 6D] [JH 3H] [QS] ,KH,3.521536067499314,4
10,2,3,Player 3: [AC TC] [QD 4D 2D] [QH] [AS 7S 5S 2S] ,KH,2.619080024884914,3
10,2,0,Player 0: [6C 3C 2C] [TD 7D] [9H 6H] [KS QS JS] ,3H,1.0686045258577683,1
10,2,1,Player 1: [JC 5C 4C] [KD 5D] [AH QH JH 8H 4H] [] ,3H,6.4944395852389105,6
10,2,2,Player 2: [AC 8C] [9D 4D 3D] [7H 2H] [8S 6S 2S] ,3H,0.4526360281987953,0
10,2,3,Player 3: [QC 7C] [QD JD] [KH] [AS TS 9S 7S 3S] ,3H,2.726499818867479,2
10,2,0,Player 0: [TC] [AD KD QD JD 7D] [TH] [KS 8S 6S] ,9S,3.6384819880567747,4
10,2,1,Player 1: [9C 7C] [TD 8D 6D] [QH JH 5H] [5S 4S] ,9S,0.05479389289460213,0
10,2,2,Player 2: [AC 8C 4C 3C] [9D 5D 4D] [] [TS 3S 2S] ,9S,4.555287046684259,5
10,2,3,Player 3: [QC] [3D 2D] [8H 7H 6H 4H] [AS QS 7S] ,9S,1.453093874927178,2
10,2,0,Player 0: [AC QC JC 6C] [AD] [8H 6H 4H] [QS 6S] ,TS,3.9406051244676474,4
10,2,1,Player 1: [] [JD 8D 7D 6D 5D 4D] [JH] [KS JS 8S] ,TS,2.810978738972659,3
10,2,2,Player 2: [KC 8C 5C] [3D] [AH TH 3H] [AS 5S 4S] ,TS,2.359360377852053,2
10,2,3,Player 3: [TC 7C 4C] [QD 9D 2D] [QH 7H] [9S 3S] ,TS,0,0
10,2,0,Player 0: [JC 8C] [9D 4D 3D] [AH 7H] [KS JS 8S] ,7C,2.730008267405225,3
10,2,1,Player 1: [3C 2C] [AD JD] [QH 2H] [QS TS 9S 6S] ,7C,1.5723096028813874,2
10,2,2,Player 2: [AC TC 4C] [7D] [JH TH 8H 4H] [5S 3S] ,7C,2.9984129662878165,3
10,2,3,Player 3: [QC 9C 5C] [KD QD TD 5D] [6H 5H] [2S] ,7C,1.8030315688147431,1
10,2,0,Player 0: [9C 8C] [AD 8D 5D 2D] [] [KS JS 8S 7S] ,9S,5.120415967255618,5
